Time (sec), Latitude (deg), Longitude (deg), Vehicle speed (MPH), Instant fuel economy (MPG), Fuel rate (gal/hr), Input voltage read by the scan tool (V), Engine Power (hp), Trip Distance (miles), Trip Fuel (gal), Trip Duration (min), Hard Brake Count, Hard Accel Count, Idling Count, Seconds Idling (sec), Accel X (ft/s²), Accel Y (ft/s²), Accel Z (ft/s²), Accel (Grav) X (ft/s²), Accel (Grav) Y (ft/s²), Accel (Grav) Z (ft/s²), Rotation Rate X (deg/s), Rotation Rate Y (deg/s), Rotation Rate Z (deg/s), Roll (deg), Pitch (deg), Magnetometer X (µT), Magnetometer Y (µT), Magnetometer Z (µT), Calculated load value (%), Engine coolant temperature (°F), Intake manifold absolute pressure (inHg), Engine RPM (RPM), Intake air temperature (°F), Absolute throttle position (%), O2 voltage (Bank 1  Sensor 1) (V), O2 voltage (Bank 1  Sensor 2) (V), Distance traveled while MIL is activated (miles), Mass air flow rate (lb/min), Boost (psi), Acceleration (ft/s²), Engine Torque (lb•ft), Altitude (ft), Bearing (deg), GPS Speed (MPH), Horz Accuracy (ft)
321.671,41.53007,-93.64513,37.90364,30.88675,0.5257311,14.2,7.208357,0.03612522,0.002427033,0.227878,0,0,0,0,-0.1373546,0.1478202,2.054938,3.050743,-22.0781,-25.57182,1.201096,1.981079,-2.958069,-4.624088,-48.26157,20.41957,-25.88559,-38.28571,77.64706,150.8,26.28179,1503,68,22.7451,0.78,0.705,0,1.846749,-1.30534,0.3797838,25.18903,950.387,180,38.71866,16.24805
322.673,41.52991,-93.64513,39.14639,25.80065,1.517263,14.2,20.80337,0.05245677,0.003056546,5.865318,0,0,0,0,0.4025352,-0.8103408,-0.2977672,2.16921,-20.53604,-23.52048,1.132813,-0.5511932,0.3127747,-3.723452,-48.73006,20.06837,-25.85178,-38.56732,71.76471,150.8,25.69119,1550,57.2,21.17647,0.055,0.705,0,2.283285,-1.595415,1.215099,70.49138,951.0315,180,39.60838,16.29122
323.673,41.52975,-93.64513,39.76776,25.51688,1.558488,14.2,21.3686,0.0597582,0.003332054,5.876915,0,0,0,0,-2.433899,-1.361284,1.740576,4.578569,-19.87157,-25.89595,12.74664,-1.607681,1.049332,-3.160018,-48.49187,18.93867,-25.74371,-38.93607,66.66666,150.8,25.69119,1603,57.2,22.35294,0.075,0.705,0,2.345322,-1.595415,1.241153,70.01267,951.7269,179.4999,40.45905,16.3265
324.673,41.52959,-93.64512,40.38913,27.70001,1.458091,14.2,19.99204,0.07420139,0.003899858,5.897606,0,0,0,0,1.32676,-1.074278,-0.375968,0.2539012,-19.9084,-24.28022,-11.76466,-12.7188,16.30038,0.1549023,-49.38566,17.40253,-27.85365,-39.48459,45.09804,150.8,23.32878,1579,57.2,16.86275,0.035,0.705,0,2.194237,-2.755717,0.6597916,66.49808,951.76,180,41.13646,16.34802
325.674,41.52943,-93.64512,40.38913,29.12167,1.38691,14.2,19.01608,0.08239169,0.004169174,5.909569,0,0,0,0,1.299128,-0.8979195,-1.072573,-2.199167,-18.43312,-24.30379,-0.1451416,1.116653,-0.5932617,2.402042,-52.66843,17.00418,-30.40315,-40.62378,47.45098,150.8,22.44288,1667,57.2,18.82353,0.82,0.705,0,2.08712,-3.19083,-9.11E-17,59.91276,952.7101,179.8051,41.15155,16.3877
326.668,41.52926,-93.64512,41.0105,30.36134,1.350747,14.2,18.52025,0.09637561,0.004684238,5.931411,0,0,0,0,-3.641495,-2.043889,4.814353,2.989846,-16.67939,-30.93911,-1.745728,-21.08698,0.4992828,0.5725505,-53.04649,18.04312,-29.50916,-38.64883,52.15686,150.8,25.10059,1358,57.2,17.2549,0.725,0.705,0,2.0327,-1.885491,0.7879524,71.62772,953.3513,179.8051,41.26634,16.4258
327.671,41.52909,-93.64512,41.0105,30.36134,1.350747,14.2,18.52025,0.09637561,0.004684238,5.931411,0,0,0,0,0.08993727,-0.9267542,0.4009608,-0.2779653,-18.12471,-26.51376,-3.618439,2.238403,-1.002243,0.5819886,-51.47506,17.71172,-30.56117,-37.58151,52.15686,150.8,25.10059,1358,57.2,17.2549,0.725,0.705,0,2.0327,-1.885491,0.7879524,71.62772,953.3818,179.339,41.10006,16.4005
328.672,41.52893,-93.64512,40.38913,72.82329,0.5546183,14.2,7.604434,0.1176023,0.005103467,5.964634,0,0,0,0,-0.4355896,-1.568106,-1.195655,0.5755748,-16.92789,-25.04683,7.137192,17.15244,-5.499908,-2.231733,-51.08119,19.46075,-31.77504,-35.48761,23.13725,192.2,10.92614,1123,57.2,10.98039,0.035,0.685,0,0.8346287,-8.847302,-0.377752,35.56487,954.6234,180,40.80196,16.41364
329.665,41.52877,-93.64512,40.38913,129.6645,0.3114896,14.4,4.270868,0.1265637,0.005170202,5.97619,0,0,0,0,-0.8153676,0.2935203,-1.799537,1.585777,-18.85498,-24.33866,-12.86244,-3.096588,2.371094,-2.303739,-51.9755,19.96262,-31.74084,-35.6701,18.82353,192.2,7.087224,1114,57.2,11.37255,0.8,0.685,0,0.4687514,-10.73279,-0.377752,20.13562,955.5029,179.4819,39.8515,16.40584
330.661,41.52861,-93.64512,39.76776,147.0869,0.2703691,14.4,3.70706,0.1342701,0.005224036,5.989163,0,0,0,0,1.20543,0.5313612,1.189196,-0.8584511,-19.33725,-27.35601,-5.978806,-5.926788,0.2630768,1.940643,-51.14003,16.6346,-32.3428,-36.75674,20.78431,192.2,6.201321,1082,57.2,12.54902,0.645,0.685,0,0.4068704,-11.16791,-0.6531758,17.99436,956.5002,180,39.27089,16.44936
331.668,41.52845,-93.64512,39.14639,104.3496,0.3751466,14.2,5.143677,0.1424726,0.005298425,6.006651,0,0,0,0,0.02849741,0.09742574,0.009763228,-0.7410771,-18.9979,-26.00203,-0.6878967,0.6618042,-1.169968,1.559435,-52.49925,16.8396,-30.9245,-35.07617,32.15686,192.2,8.85903,1192,59,14.11765,0.035,0.685,0,0.564547,-9.862566,-1.257262,22.66373,957.0265,180,38.91344,16.45528
332.668,41.52829,-93.64512,39.14639,46.74583,0.8374305,14.2,11.4821,0.1558956,0.005592569,6.026571,0,0,0,0,-0.2286021,-2.279077,0.3214818,-0.6698669,-16.75257,-26.10909,-1.777893,1.46666,-3.780945,1.812368,-52.08973,18.07816,-31.04311,-36.03247,39.60784,192.2,18.01336,1059,59,14.11765,0.035,0.685,0,1.260224,-5.366396,-0.6040867,56.94552,958.7101,180,38.56644,16.44698
333.673,41.52814,-93.64512,38.52501,43.26944,0.8903515,14.2,12.20771,0.1683512,0.00587239,6.039177,0,0,0,0,0.5141894,-1.416527,-0.5932057,-1.858831,-17.8109,-24.99478,-4.873856,-0.02981567,-2.404099,2.412916,-50.68724,15.52371,-32.42967,-36.72388,42.35294,192.2,21.55697,1051,59,13.72549,0.055,0.41,0,1.339864,-3.625943,-0.3914959,61.00501,958.8137,179.769,38.26696,16.44099
334.669,41.52798,-93.64512,38.52501,56.83415,0.6778498,14.2,9.294073,0.1750671,0.005996893,6.05317,0,0,0,0,0.3817345,-1.176537,-1.184253,-1.83575,-17.99948,-24.61368,0.3541565,0.5554656,-2.238083,2.780752,-51.96041,14.33604,-31.28527,-39.15747,28.62745,192.2,16.53686,1041,59,11.37255,0.86,0.235,0,1.020076,-6.091585,-0.3914959,46.891,959.0735,179.8017,37.91531,16.42017
335.668,41.52783,-93.64511,37.90364,152.1534,0.2491146,14.4,3.415638,0.1920375,0.006119872,6.081789,0,0,0,0,0.5279228,1.250133,-0.9024378,-1.814141,-20.28999,-25.48293,2.432434,6.007935,2.697769,2.520554,-52.41236,14.51407,-31.16299,-39.25906,18.82353,192.2,6.201321,1026,59,11.76471,0.705,0.43,0,0.3748852,-11.16791,-0.5119591,17.48472,959.1781,179.8017,37.30099,16.42029
336.986,41.52768,-93.64511,37.90364,152.1534,0.2491146,14.4,3.415638,0.1920375,0.006119872,6.081789,0,0,0,0,-0.5278663,-0.4882793,1.33682,-0.609461,-17.76031,-27.88444,1.735977,1.013794,2.051163,1.881575,-52.73956,15.31056,-31.93583,-38.9718,18.82353,192.2,6.201321,1026,59,11.76471,0.705,0.43,0,0.3748852,-11.16791,-0.5119591,17.48472,959.3139,180,36.6419,16.38439
337.667,41.52753,-93.64513,37.28227,150.2426,0.2481472,14.4,3.402374,0.2035027,0.006194465,6.10801,0,0,0,0,-2.456457,0.05506153,-1.670347,1.0269,-18.13404,-25.39601,-1.218842,11.75204,-2.292282,1.045471,-51.25257,17.8024,-31.25903,-34.36438,19.21569,192.2,6.201321,1013,59,11.76471,0.055,0.605,0,0.3734294,-11.16791,-0.4115981,17.64033,959.8191,179.3749,35.55096,16.34759
338.679,41.5274,-93.64513,35.41816,144.5621,0.245003,14.4,3.359264,0.2179032,0.006292716,6.126483,0,0,0,0,0.4402131,1.737506,-3.681909,-1.612297,-19.79545,-22.08547,9.076202,12.01776,4.00264,1.88272,-52.73927,16.25807,-30.73582,-35.33246,18.43137,194,6.201321,1102,59,11.76471,0.075,0.645,0,0.3686978,-11.16791,-1.345536,16.01019,960.2505,180,33.37376,16.33129
339.67,41.52726,-93.64513,33.55404,125.8929,0.2665285,14.4,3.654401,0.2291636,0.006380975,6.141846,0,0,0,0,-0.03520044,0.6187666,1.395324,-1.141327,-19.6383,-27.49843,-1.244812,1.290115,-1.015137,2.109889,-52.53308,17.02324,-30.03499,-36.10587,18.43137,194,6.201321,1065,59,11.76471,0.745,0.645,0,0.4010908,-11.16791,-2.065455,18.02191,959.8701,180,32.89872,16.31779
340.668,41.52713,-93.64513,32.93267,127.8543,0.2575797,14.4,3.531704,0.236125,0.006439775,6.155124,0,0,0,0,-0.4574564,0.2154766,0.917722,-0.6512049,-19.55628,-26.71512,1.86348,-3.822845,-4.212753,1.586216,-52.64602,16.75446,-29.19292,-36.45789,18.82353,194,6.201321,1042,59,11.76471,0.075,0.645,0,0.3876241,-11.16791,-1.730321,17.80125,959.4924,179.636,32.71838,16.33209
341.661,41.527,-93.64513,32.93267,130.3013,0.2527425,14.4,3.465381,0.2494965,0.006541401,6.182,0,0,0,0,-0.2945464,-0.7031791,-0.5241502,-0.8839886,-18.62024,-25.16421,-0.2588806,1.599854,-2.232056,0.9626432,-53.39745,17.65428,-27.10847,-38.43338,18.03922,194,6.201321,1033,59,11.76471,0.625,0.645,0,0.3803447,-11.16791,0,17.61914,959.7617,180,32.39415,16.32748
342.661,41.52687,-93.64513,32.3113,66.2411,0.4877833,14.4,6.68805,0.2590834,0.006681794,6.196336,0,0,0,0,-1.043456,-1.141015,0.5475001,0.262741,-18.40022,-26.18129,6.679611,0.7029114,-1.424499,1.341591,-53.52925,17.42253,-26.45027,-37.13168,47.05882,194,12.10734,1151,59,14.90196,0.175,0.585,0,0.7340506,-8.267151,-0.4266044,30.51816,959.4819,180,32.07168,16.31373
343.677,41.52674,-93.64513,32.93267,43.58471,0.7556016,14.2,10.36014,0.2658146,0.006866246,6.209932,0,0,0,0,-0.06435771,-0.2021522,-0.6340163,-0.5195888,-19.48949,-24.86414,-0.3578644,1.643997,-0.5271606,0.8502585,-52.7881,17.61931,-26.77781,-37.84097,43.92157,194,16.83216,1053,59,15.29412,0.035,0.585,0,1.137082,-5.946547,0.1926737,51.6739,959.6136,179.7792,32.53705,16.29758
344.664,41.52661,-93.64513,32.93267,33.94423,0.9701995,14.2,13.30251,0.2732631,0.007040774,6.22142,0,0,0,0,0.8832305,-1.288785,-1.022525,-0.9743518,-18.77051,-24.46389,-0.718399,1.583786,1.635956,0.2123603,-51.97699,17.79791,-26.82118,-38.02591,48.23529,194,23.62408,1068,59,16.47059,0.095,0.585,0,1.460025,-2.610679,0.6192781,65.41789,958.8635,179.7792,32.96796,16.2824
345.667,41.52647,-93.64513,33.55404,30.31017,1.107023,14.2,15.17851,0.2796949,0.00726552,6.236428,0,0,0,0,0.2047574,-0.09322288,0.5111787,0.0618792,-20.32977,-25.86894,-2.342331,1.661499,-4.075653,-0.2088526,-51.721,18.52905,-27.92063,-37.53821,52.54902,194,26.57709,1057,59,18.82353,0.075,0.585,0,1.665926,-1.160302,0.6603236,75.42029,958.0719,179.7792,33.64686,16.27615
346.66,41.52633,-93.64513,34.17542,30.45701,1.122087,14.2,15.38506,0.2965672,0.007827351,6.264012,0,0,0,0,-0.5511025,-0.7725513,-0.318046,0.9399745,-19.64812,-24.6844,1.0289,1.682129,-0.005615234,-0.379285,-52.1944,19.06696,-26.7283,-38.78278,52.94118,194,27.16769,1083,59,18.82353,0.605,0.565,0,1.688595,-0.8702264,0.4530552,74.61133,957.6315,179.7792,34.25967,16.26581
347.658,41.52619,-93.6451,34.79679,30.32356,1.147517,14.2,15.73373,0.3040601,0.008060263,6.276196,0,0,0,0,-0.3397378,1.037228,1.234763,0.7582657,-21.50842,-26.08748,1.500244,-0.3470459,0.2167664,-0.3165675,-52.22456,18.14761,-26.8757,-36.67621,56.47059,194,27.16769,1093,59,18.82353,0.685,0.565,0,1.726864,-0.8702264,0.5878148,75.60413,956.5837,179.5863,35.05286,16.26868
348.674,41.52605,-93.6451,35.41816,30.58266,1.158112,14.2,15.87901,0.3113394,0.008308952,6.288393,0,0,0,0,0.07804944,-1.025725,-2.191277,0.398286,-19.50128,-22.31236,-2.730927,0.06246948,1.358917,-0.545279,-52.25125,18.51747,-26.87959,-37.784,61.96078,194,27.16769,1125,59,21.17647,0.37,0.565,0,1.742809,-0.8702264,1.203679,74.13186,955.4714,179.5863,35.84745,16.28413
349.664,41.5259,-93.6451,36.6609,30.83575,1.188909,14.2,16.30126,0.3266271,0.00879996,6.312382,0,0,0,0,0.9914246,-0.836547,-0.1232066,-0.5451263,-19.55432,-24.75708,-3.918808,-1.283737,-1.466278,-0.205557,-52.20038,17.42967,-26.15024,-37.73196,61.96078,194,26.57709,1173,59,19.60784,0.78,0.585,0,1.789154,-1.160302,1.219707,72.98899,954.2964,179.6493,36.96418,16.32054
350.662,41.52575,-93.6451,37.90364,31.17437,1.215859,14.2,16.67078,0.3335694,0.009012098,6.321803,0,0,0,0,1.610565,-0.5544089,-0.9203639,-1.388844,-19.81018,-23.97721,-3.255035,-5.419113,-1.251999,0.1493079,-52.27036,17.58235,-26.72277,-38.01941,60.78431,194,26.57709,1193,59,19.60784,0.545,0.565,0,1.82971,-1.160302,2.064162,73.39213,953.4502,180,37.92593,16.33545
351.661,41.52559,-93.6451,39.14639,31.10912,1.258357,14.1,17.25347,0.3492557,0.009527009,6.346487,0,0,0,0,-0.3754663,-1.134461,-0.09790862,-0.1370182,-19.24148,-24.66721,-4.509109,-4.194977,1.109482,0.4367582,-52.38689,17.12468,-26.36682,-37.90546,60,194,26.57709,1238,59,20,0.45,0.565,0,1.893664,-1.160302,1.310173,73.19644,952.381,180,38.86679,16.35905
352.666,41.52543,-93.6451,39.76776,30.64971,1.297492,14.2,17.79006,0.3556577,0.009731862,6.359039,0,0,0,0,-0.2928526,0.275724,0.6976178,0.25783,-20.538,-25.50896,-0.5686951,-2.808594,0.4202118,0.1222836,-52.46684,17.75458,-25.6438,-38.65192,58.03922,194,26.87239,1257,59,19.60784,0.505,0.565,0,1.952558,-1.015264,1.307572,74.33206,951.0244,179.5247,39.64534,16.35657
353.674,41.52527,-93.6451,40.38913,30.65809,1.317405,14.2,18.06309,0.3641558,0.01000049,6.368427,0,0,0,0,1.151647,-1.179012,0.07445345,-1.09811,-18.89673,-24.88428,-2.698364,0.01148987,0.2725983,0.02366737,-52.41233,17.51491,-26.45293,-37.66238,58.43137,194,26.87239,1268,59,20,0.095,0.545,0,1.982524,-1.015264,1.387832,74.81813,949.8683,180,40.37675,16.36145
354.665,41.5251,-93.6451,41.0105,32.65387,1.255915,14.2,17.22,0.3712062,0.01021691,6.384047,0,0,0,0,0.4105518,-0.3935501,-1.182637,-0.2313103,-19.41042,-23.80729,0.5979919,2.772629,-0.7778625,-0.3785389,-52.64803,18.29607,-25.95233,-39.61926,43.52941,194,25.39589,1271,57.2,17.2549,0.115,0.525,0,1.88999,-1.740453,1.337843,71.15765,948.022,180,41.15027,16.34987
355.664,41.52493,-93.6451,42.25324,37.81755,1.117292,14.2,15.31931,0.3923486,0.01077202,6.411583,0,0,0,0,0.6447641,-0.8454672,-2.49205,-0.6502227,-18.94731,-22.415,-6.796707,-0.5177917,-0.00630188,0.06779941,-52.49736,17.29274,-26.05075,-37.87164,40,194,22.14758,1179,57.2,15.29412,0.76,0.525,0,1.68138,-3.335868,1.018091,68.24323,945.4007,180,42.05622,16.3581
356.655,41.52475,-93.6451,42.87461,37.01817,1.158204,14.2,15.88027,0.4010661,0.0110178,6.42273,0,0,0,0,0.7270967,-0.3502029,-3.357104,-0.6649558,-19.28077,-22.05699,3.827728,5.631638,1.190155,-0.08168483,-53.34845,17.82353,-25.8475,-39.61877,45.88235,194,25.10059,1187,57.2,16.07843,0.075,0.505,0,1.742948,-1.885491,1.192473,70.26535,943.1609,178.9429,43.13247,16.35685
357.669,41.52456,-93.6451,44.11736,41.76529,1.056316,14.1,14.48327,0.4095202,0.01123327,6.438462,0,0,0,0,-0.8295619,1.304877,-0.1176672,1.038195,-20.64064,-25.69558,-0.9745331,3.690247,1.404709,-0.1497944,-53.89489,17.4435,-24.59631,-39.28186,36.86274,194,22.73818,1193,57.2,11.37255,0.88,0.505,0,1.589619,-3.045793,1.943581,63.76175,940.9314,178.9429,44.20117,16.34899
358.674,41.52438,-93.64509,44.73873,132.8621,0.3367305,14.4,4.616949,0.4305494,0.01140815,6.465651,0,0,0,0,1.230876,-1.323808,-3.013759,-1.241022,-17.73772,-22.85061,-1.301498,6.518066,-1.764282,-0.2995548,-53.65497,17.27972,-25.83311,-38.77298,18.82353,194,7.087224,1235,57.2,12.15686,0.8,0.605,0,0.5067357,-10.73279,0.4340298,19.63461,938.1787,178.7876,44.85641,16.38858
359.667,41.52419,-93.64509,45.3601,127.1202,0.3568285,14.4,4.892515,0.4410561,0.01149083,6.477173,0,0,0,0,-0.5123307,1.736801,1.295443,0.3923927,-21.2339,-27.19787,5.372269,-1.298706,0.3840942,-0.5121808,-53.53717,18.14539,-24.98066,-39.19348,20.39216,194,7.382525,1269,57.2,12.54902,0.115,0.605,0,0.5369806,-10.58776,0.5464599,20.24905,935.9108,178.7876,45.36715,16.38083
360.668,41.524,-93.64508,45.98147,89.57786,0.5133129,14.2,7.03809,0.4501224,0.01159831,6.492146,0,0,0,0,-1.606481,-1.111216,3.104089,1.879458,-18.46848,-29.01938,-2.980286,-8.122269,1.61557,-0.5128631,-53.54089,18.13252,-25.17648,-39.57608,40.78431,194,10.33554,1318,59,16.07843,0.075,0.525,0,0.7724694,-9.137378,1.188408,28.04617,932.8745,178.7293,46.39914,16.36753
361.685,41.52381,-93.64508,46.60284,35.28865,1.320619,14.2,18.10715,0.4635224,0.01196155,6.505765,0,0,0,0,-1.59436,0.7254082,-0.9405612,1.9158,-20.61707,-24.89508,5.522614,0.8587189,0.05947876,-0.7712626,-52.92104,18.6777,-25.67044,-39.15387,47.05882,194,25.69119,1280,59,17.64706,0.035,0.545,0,1.98736,-1.595415,1.082158,74.29749,930.337,179.6525,47.42789,16.38151
362.657,41.52361,-93.64508,47.84558,40.09954,1.19317,14.2,16.35969,0.4822359,0.01244937,6.527716,0,0,0,0,-0.2088647,0.4441699,0.6348647,0.6246852,-20.43389,-26.76963,0.5321198,1.286667,2.528946,-0.8029938,-52.00149,18.35046,-25.74641,-38.81134,39.60784,194,23.62408,1313,59,12.94118,0.035,0.525,0,1.795567,-2.610679,1.289747,65.44018,927.9493,179.6525,48.40107,16.41585
363.675,41.52341,-93.64508,48.46695,53.41793,0.9073162,14.2,12.44031,0.4900316,0.01259666,6.540596,0,0,0,0,-0.7884387,0.2157499,1.823085,1.224815,-20.17949,-27.99199,-3.382629,-5.268814,0.3858032,-0.7412528,-51.84081,18.79256,-26.17857,-38.21887,29.41176,194,17.71806,1315,57.2,13.33333,0.86,0.545,0,1.365393,-5.511434,1.399445,49.68664,926.5211,179.6525,48.87937,16.40502
364.666,41.52322,-93.64508,48.46695,55.94904,0.8662697,14.2,11.87752,0.5018958,0.01281563,6.553159,0,0,0,0,0.1597864,-0.07054762,-0.6621189,-0.07415681,-19.78907,-25.55365,1.250244,2.507874,0.2329559,-0.4138388,-51.48215,21.71644,-26.60814,-40.26852,29.41176,194,16.83216,1331,57.2,12.94118,0.745,0.525,0,1.303624,-5.946547,0.7869465,46.86858,925.722,180,49.00847,16.42051
365.667,41.52302,-93.64508,49.08833,68.20433,0.7197244,14.2,9.868221,0.5230179,0.01313026,6.581419,0,0,0,0,0.4992761,-0.5380942,-0.9948838,-0.7066997,-18.94093,-25.1701,1.062836,2.198212,1.184448,-0.2606443,-51.58588,18.26024,-26.1384,-37.98892,28.62745,194,13.87915,1158,57.2,12.54902,0.725,0.525,0,1.083092,-7.396924,0.7123491,44.75735,924.6724,179.3587,48.86565,16.40976
366.688,41.52283,-93.64508,48.46695,84.22018,0.575479,14.2,7.890457,0.5336181,0.01324277,6.595728,0,0,0,0,-0.9092865,1.644273,1.498933,0.9910493,-21.38565,-27.91341,4.511215,4.221985,-1.094727,-0.5387933,-50.84559,18.63258,-24.90387,-36.29227,27.05882,194,12.69794,1114,57.2,10.98039,0.76,0.525,0,0.8660214,-7.977076,-0.5787376,37.2007,924.6721,179.6597,48.60764,16.39659
367.66,41.52264,-93.64508,48.46695,144.7887,0.3347426,14.2,4.589694,0.546925,0.01333886,6.609332,0,0,0,0,-1.317922,-0.4671606,0.09283862,1.508674,-19.26849,-26.36741,-8.876556,-5.340714,7.287171,-1.451178,-51.46092,19.55875,-26.61301,-36.48492,21.17647,194,7.677826,1091,57.2,11.76471,0.82,0.585,0,0.5037443,-10.44272,-0.5787376,22.09495,924.9669,179.6597,48.14435,16.37377
368.902,41.52245,-93.64508,47.84558,151.7835,0.3152225,14.4,4.322051,0.5567195,0.01339905,6.623241,0,0,0,0,-1.290384,0.663761,1.149402,1.924639,-19.57887,-27.51464,-4.223709,-5.300964,0.5361633,-1.920547,-52.38665,19.51913,-26.15384,-37.30145,21.17647,194,7.382525,1086,57.2,11.76471,0.525,0.585,0,0.4743691,-10.58776,-0.6183154,20.9023,925.998,179.5848,47.39807,16.38313
369.669,41.52226,-93.64507,47.22421,129.7431,0.3639823,14.4,4.990602,0.5669539,0.01348885,6.642504,0,0,0,0,-1.430226,-1.333912,2.046847,2.183452,-17.68517,-28.68297,-1.900452,-1.192047,-4.232071,-1.297059,-51.55633,19.41591,-25.53486,-37.78336,27.45098,194,8.563729,1069,57.2,14.90196,0.84,0.525,0,0.5477462,-10.0076,-1.202369,24.51937,928.0057,179.5848,46.72592,16.40392
370.669,41.52207,-93.64507,46.60284,55.47193,0.8401157,14.2,11.51892,0.5819604,0.01373452,6.657843,0,0,0,0,-0.6925099,1.447192,2.620811,1.45809,-20.69515,-29.16229,1.450485,5.000961,0.09681702,-1.1387,-51.16164,19.51907,-27.00562,-34.95984,43.92157,195.8,20.08047,1044,59,14.11765,0.015,0.545,0,1.264265,-4.351132,-0.9771365,57.94892,930.358,179.7421,46.09303,16.42189
371.678,41.52189,-93.64507,45.98147,51.67826,0.8897642,14.2,12.19966,0.5959241,0.01401267,6.672167,0,0,0,0,-1.633279,0.1276751,0.6919129,2.51151,-19.20612,-26.5668,8.032959,3.64888,-3.08226,-1.291442,-51.34359,19.65471,-23.45201,-34.01532,42.7451,195.8,21.85227,1027,59,14.11765,0.035,0.565,0,1.33898,-3.480906,-0.8098864,62.38946,933.095,179.6546,45.33421,16.40839
372.663,41.52171,-93.64507,44.73873,41.85037,1.069016,14.2,14.6574,0.612685,0.01438466,6.695495,0,0,0,0,-1.625366,1.86283,-2.362471,2.360249,-21.14206,-23.38494,-0.07493591,9.140747,-5.760956,-2.112097,-50.72821,20.08067,-24.8544,-35.41925,58.43137,195.8,26.87239,1005,59,18.03922,0.41,0.585,0,1.608731,-1.015264,-1.363932,76.59932,935.1511,179.6546,44.63155,16.3866
373.665,41.52153,-93.64507,44.11736,41.4298,1.06487,14.2,14.60055,0.6218254,0.0146038,6.71362,0,0,0,0,-0.1671308,-0.429451,-0.7047404,1.02248,-18.49992,-24.2866,-0.7812958,-0.8967133,-3.596634,-2.17928,-52.11595,18.48094,-26.26993,-36.80151,53.72549,195.8,27.16769,1223,57.2,19.60784,0.055,0.585,0,1.602491,-0.8702264,-1.32322,62.70134,936.6992,179.6656,44.32397,16.40304
374.662,41.52136,-93.64506,44.11736,33.92678,1.30037,14.2,17.82951,0.6366368,0.01502821,6.727902,0,0,0,0,0.2256225,0.04685222,-0.7753754,0.6772335,-19.52485,-24.63529,-1.545578,10.67842,-0.1537628,-1.767213,-52.06197,19.26436,-25.64423,-37.18634,50.58823,195.8,27.16769,1192,57.2,18.82353,0.585,0.605,0,1.956888,-0.8702264,-0.6109388,78.55923,937.9409,179.6656,44.08194,16.42208
375.663,41.52118,-93.64506,44.11736,34.8091,1.267408,14.2,17.37758,0.6466435,0.01531971,6.742192,0,0,0,0,2.146764,-0.8663084,-1.159233,-1.260175,-18.49746,-24.35634,-11.51822,6.904831,0.4426422,-1.527285,-52.85495,18.95641,-25.90137,-37.91132,50.58823,195.8,27.16769,1198,57.2,19.21569,0.745,0.605,0,1.907285,-0.8702264,-3.64E-16,76.18448,938.5489,179.5267,44.13268,16.42437
376.673,41.521,-93.64506,44.11736,34.63477,1.273788,14.2,17.46505,0.656185,0.01562427,6.755769,0,0,0,0,0.4927121,-0.7759619,0.5051178,0.1738511,-18.38745,-25.71572,2.399933,3.353546,-0.9217377,-0.9320173,-53.85658,18.04028,-26.03955,-36.0246,49.80392,195.8,27.16769,1198,57.2,18.03922,0.8,0.605,0,1.916886,-0.8702264,-3.64E-16,76.56796,938.6848,179.6174,44.26054,16.42018
377.662,41.52082,-93.64507,44.11736,35.80223,1.232251,14.2,16.89554,0.6665664,0.01588221,6.769677,0,0,0,0,0.6458284,-0.5664812,0.1009239,0.01669756,-18.35062,-25.4299,0.336731,-3.407684,-3.298752,-1.024851,-54.18389,17.84541,-21.76296,-32.65848,45.4902,195.8,26.28179,1203,57.2,16.47059,0.725,0.585,0,1.854379,-1.30534,-3.64E-16,73.76331,938.2652,179.6174,44.51666,16.38577
378.66,41.52065,-93.64507,44.73873,50.11224,0.8927703,14.2,12.24087,0.687506,0.01638983,6.797251,0,0,0,0,0.9993975,-0.6673346,1.888454,-0.5303931,-18.12569,-27.35208,-0.6765289,-5.289474,-1.444641,-0.7517254,-54.46373,18.74873,-25.45318,-37.93793,33.72549,195.8,18.89926,1212,57.2,13.33333,0.76,0.565,0,1.343504,-4.931283,0.5857395,53.04493,937.4677,179.6174,44.77265,16.36322
379.679,41.52046,-93.64506,44.73873,55.06815,0.8124247,14.2,11.13925,0.6970415,0.01657544,6.810863,0,0,0,0,-0.8446811,-1.188342,-0.1353786,1.459563,-17.695,-25.80412,2.887192,-2.158707,-1.319,-1.107858,-54.28852,19.1685,-23.06821,-35.31229,31.76471,195.8,17.12746,1225,57.2,12.54902,0.095,0.565,0,1.222594,-5.801509,0.5857395,47.75884,935.7642,179.6406,45.17702,16.3766
380.66,41.52029,-93.64506,44.73873,68.69691,0.651248,14.2,8.929335,0.7068977,0.01670427,6.824751,0,0,0,0,-0.3021454,0.6994545,1.238227,0.9876117,-19.72031,-27.08541,-0.4723969,0.4405975,1.445831,-0.8800926,-53.96066,18.36595,-23.97514,-39.03232,27.84314,195.8,13.58385,1222,57.2,12.54902,0.8,0.585,0,0.9800439,-7.541962,-3.64E-16,38.37796,934.1535,178.309,45.2831,16.38915
